user_id,segmento_id,segmento_nombre,tono,canal,horario,estilo_comunicacion,prop_tarjeta_credito_hey,prop_inversion_hey,prop_seguro_vida,prop_seguro_compras,prop_credito_personal,prop_credito_nomina,prop_credito_auto,prop_tarjeta_credito_garantizada,prop_cuenta_negocios,producto_top_1,producto_top_2,producto_top_3,flag_riesgo_churn,flag_uso_atipico,flag_credito_estresado,noise_score_usuario,ingreso_mensual_mxn,score_buro,antiguedad_dias,ocupacion,nivel_educativo,satisfaccion_1_10,dias_desde_ultimo_login,es_hey_pro,nomina_domiciliada,conv_n_total,conv_frustracion,conv_urgencia,intent_credito,intent_inversion
USR-01966,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.1972,0.0058,0.0313,0.0,0.0002,0.0,0.0,0.0,0.0001,Tarjeta de Crédito Hey,,,0,0,0,0.6,12500,742,1608,1,3,10.0,10,False,True,1,0,0,1,0
USR-01967,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0004,0.0,0.0,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.3333,11500,754,1250,3,1,9.0,3,True,False,1,0,0,1,0
USR-01968,2,Premium Digital,sofisticado,voz,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0,0.1798,0.0,0.0,0.0023,0.0,0.0,Seguro de Compras,,,0,0,0,0.0,55500,695,160,4,0,7.0,2,True,False,1,0,0,0,0
USR-01969,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0004,0.0,0.0,0.1326,0.0,0.0904,0.0,0.0,Crédito Personal,,,0,0,0,0.3333,46000,630,1028,4,0,10.0,5,False,False,1,0,0,0,0
USR-01970,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0242,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,28500,577,371,1,3,10.0,3,False,False,2,0,0,0,0
USR-01971,4,Ahorrador Cauteloso,simple,voz,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0492,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,13500,768,1286,1,0,8.0,3,True,False,1,0,0,0,0
USR-01972,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0473,0.0575,0.146,0.0,0.0,0.0,0.0,0.0,0.0001,Seguro de Vida,,,0,0,0,0.0,9500,692,1366,1,0,8.0,10,False,True,1,0,0,0,0
USR-01973,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.3431,0.1143,0.0,0.0,0.0008,0.0,0.0,0.0,0.003,Tarjeta de Crédito Hey,Inversión Hey,,0,0,0,0.0,25500,516,144,1,0,9.0,15,True,True,2,0,0,1,0
USR-01974,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.022,0.0,0.0,0.0,0.056,0.0,0.0,0.0047,0.0001,,,,0,0,1,0.0,18500,537,826,1,2,7.0,16,False,False,1,0,0,2,0
USR-01975,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0881,0.0917,0.0002,0.0,0.0147,0.0,0.0,,,,0,0,0,0.0909,16000,814,1508,4,2,9.0,1,True,False,6,0,0,0,0
USR-01976,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0,0.0,0.0,0.0,0.0289,0.0,0.0,0.0565,0.0001,,,,0,0,0,0.0,14500,576,547,4,0,6.0,0,True,False,1,0,0,0,0
USR-01977,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.7614,0.2865,0.0,0.0008,0.0,0.0,0.0,0.0123,Inversión Hey,Seguro de Vida,,0,0,0,0.0,36000,673,266,1,0,7.0,18,True,True,1,0,0,0,0
USR-01978,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.62,0.1113,0.031,0.0002,0.0,0.0017,0.0,0.0001,Inversión Hey,Seguro de Vida,,0,0,0,0.0,33000,823,586,2,2,8.0,2,True,False,1,0,0,0,0
USR-01979,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,16500,590,47,2,0,9.0,3,True,False,1,0,0,0,0
USR-01980,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0,0.2318,0.0002,0.0,0.054,0.0,0.0,Seguro de Compras,,,0,0,0,0.0,21000,731,259,2,2,7.0,2,True,False,2,0,0,0,0
USR-01981,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0004,0.0,0.0,0.0499,0.0,0.0,0.0,0.5478,Cuenta Negocios,,,0,0,0,0.0,94000,650,617,4,0,9.0,0,False,False,2,0,0,0,0
USR-01982,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0366,0.016,0.0,0.0,0.0,0.0,0.0001,,,,0,0,0,0.5714,38500,698,406,1,0,10.0,3,True,False,1,0,0,1,0
USR-01983,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0497,0.1459,0.0,0.0,0.0,0.0,0.0001,Seguro de Compras,,,0,0,0,0.3333,21500,850,669,1,0,9.0,1,True,False,1,0,0,0,1
USR-01984,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0653,0.0748,0.0,0.0,0.1406,0.0,0.0,0.0001,Crédito Nómina,,,0,0,0,0.25,19500,688,1660,1,0,8.0,18,False,True,2,0,0,0,0
USR-01985,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.1237,0.0197,0.0142,0.0,0.0008,0.0,0.0,0.0028,0.0001,Tarjeta de Crédito Hey,,,0,0,0,0.0714,18000,631,548,1,1,8.0,15,True,True,3,0,0,5,0
USR-01986,1,Digital Básico,informal,voz,20:00-01:00,"directo, corto, con emojis ocasionales",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0001,,,,1,0,0,0.0,20500,581,1704,1,2,5.0,90,False,True,3,0,0,0,1
USR-01987,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.3937,0.0123,Tarjeta Garantizada,,,0,1,0,0.0,30000,473,1583,3,2,8.0,85,False,False,3,0,0,0,0
USR-01988,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.2454,0.0562,0.0,0.0002,0.0,0.0,0.0,0.0001,Inversión Hey,,,0,0,0,0.6667,24000,618,462,4,1,10.0,18,True,False,1,0,0,0,0
USR-01989,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.2191,0.0,0.0,0.0,0.0208,0.0,0.0,0.0061,0.0001,Tarjeta de Crédito Hey,,,0,0,0,0.0,29500,547,1509,2,0,8.0,2,False,False,2,0,0,0,0
USR-01990,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.027,0.01,0.0609,0.0,0.1038,0.0,0.0,0.0,0.0,Crédito Personal,,,0,0,0,0.3333,98000,645,480,2,1,7.0,12,False,False,2,0,0,1,0
USR-01991,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0069,0.0936,0.0,0.0008,0.0463,0.0,0.0,0.0,,,,0,1,0,0.0,21000,757,846,1,0,10.0,3,True,True,1,0,0,0,0
USR-01992,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0067,0.0008,0.0149,0.0,0.0,0.0001,,,,0,0,0,0.0,19500,751,178,1,0,8.0,1,False,True,1,0,0,0,0
USR-01993,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.2896,0.1939,0.0,0.0,0.0008,0.0,0.0,0.0028,0.0,Tarjeta de Crédito Hey,Inversión Hey,,0,0,0,0.3333,11000,762,736,1,3,8.0,9,False,True,1,0,0,0,0
USR-01994,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.2997,0.0,0.0,0.0008,0.0,0.0077,0.0,0.0,Inversión Hey,,,0,0,0,0.0,28500,681,1448,1,0,6.0,15,True,True,1,0,0,2,0
USR-01995,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0247,0.1086,0.0,0.0,0.0227,0.0,0.0,0.0,Seguro de Vida,,,0,0,0,0.0,8000,539,1656,1,0,7.0,0,True,True,1,2,0,0,0
USR-01996,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0001,,,,0,0,0,0.3333,12000,781,465,1,2,8.0,0,True,False,1,0,0,0,0
USR-01997,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0044,0.0,0.0,0.0,0.0499,0.0,0.0,0.0,0.0,,,,0,0,0,0.1818,25000,522,1698,2,1,9.0,2,False,False,5,0,0,0,0
USR-01998,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.1093,0.1973,0.0164,0.0,0.0,0.0,0.7111,0.0,0.0,Crédito Auto,Inversión Hey,Tarjeta de Crédito Hey,0,0,0,0.0,35000,791,612,2,0,10.0,3,False,False,2,0,0,0,0
USR-01999,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.6183,0.0,0.0008,0.0,0.0007,0.0028,0.0,Seguro de Vida,,,0,0,0,0.8,17000,704,971,1,1,6.0,13,False,True,1,0,0,0,0
USR-02000,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0001,,,,0,1,0,0.0,18500,520,1374,3,0,9.0,0,True,False,1,0,0,0,0
USR-02001,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.5821,0.1138,0.0525,0.0002,0.0,0.0,0.0,0.0013,Inversión Hey,Seguro de Vida,,0,0,0,0.0,59500,807,1111,1,2,8.0,3,True,False,3,0,0,0,0
USR-02002,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.1802,0.0044,0.0,0.0,0.0,0.0,0.0,Seguro de Vida,,,0,0,0,0.4,39000,711,1671,1,1,7.0,2,True,True,1,0,0,1,0
USR-02003,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0179,0.0,0.0,0.0,0.0369,0.0,0.0,0.0061,0.0001,,,,0,1,1,0.0,23000,379,358,4,0,7.0,6,False,False,1,0,0,0,0
USR-02004,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.9932,0.0,0.2341,0.0,0.0,0.0,0.0,0.0,Inversión Hey,Seguro de Compras,,0,0,0,0.0,15500,847,1409,1,2,9.0,1,True,True,1,1,0,0,0
USR-02005,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.7418,0.0,0.0,0.1879,0.0,0.0,0.0,0.0,0.0,Tarjeta de Crédito Hey,Seguro de Compras,,0,0,0,0.0,24500,690,979,1,0,9.0,5,True,False,1,0,0,0,0
USR-02006,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0012,0.0,0.0267,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,27000,624,198,2,0,9.0,0,True,False,2,1,0,0,1
USR-02007,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0004,0.0,0.0259,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,11000,722,390,4,1,9.0,1,True,False,1,0,0,0,0
USR-02008,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.042,0.0717,0.0,0.0008,0.0463,0.0,0.0,0.0,,,,0,0,0,0.3333,7000,569,1039,1,3,8.0,1,True,True,1,0,0,0,0
USR-02009,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,27500,747,567,1,0,8.0,1,False,False,1,0,0,0,0
USR-02010,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.6652,0.0099,0.0008,0.0,0.0,0.0,0.0,Seguro de Vida,,,0,0,0,0.0,17500,496,1810,1,2,7.0,0,False,True,2,0,0,0,0
USR-02011,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.226,0.1154,0.0,0.0002,0.0,0.0,0.0,0.0,Inversión Hey,Seguro de Vida,,0,0,0,0.1667,16000,584,272,1,2,10.0,8,False,True,1,0,0,0,0
USR-02012,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.4052,0.0,0.0,0.0015,0.0008,0.0,0.0007,0.0,0.0,Tarjeta de Crédito Hey,,,0,0,0,0.0,9500,554,156,1,3,9.0,0,True,True,1,0,0,0,0
USR-02013,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0,0.0012,0.0,0.0,0.0543,0.0,0.0,0.0189,0.0001,,,,0,0,0,0.0,16500,358,705,1,0,4.0,19,False,True,3,0,1,0,0
USR-02014,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0033,0.0,0.0426,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,7500,481,1196,1,1,9.0,3,True,False,1,0,0,0,0
USR-02015,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.317,0.0,0.0,0.0008,0.0,0.0007,0.0,0.0,Inversión Hey,,,0,0,0,1.0,39000,770,1084,1,2,8.0,15,True,True,1,0,0,0,0
USR-02016,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.7158,0.0,0.1252,0.0301,0.0,0.0,0.0,0.0,0.0001,Tarjeta de Crédito Hey,Seguro de Vida,,0,0,0,0.0,50000,649,1008,1,2,9.0,4,True,True,1,0,0,1,0
USR-02017,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0,0.0004,0.0,0.0,0.0561,0.0,0.0,0.0174,0.0001,,,,0,0,1,0.3333,23500,594,780,1,0,3.0,9,False,True,1,0,0,0,0
USR-02018,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0004,0.0,0.0099,0.0008,0.0199,0.0,0.0,0.003,,,,0,1,0,0.0,27000,458,1479,1,2,7.0,1,True,True,1,0,0,0,0
USR-02019,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.2343,0.0,0.0,0.0002,0.8272,0.0,0.0,0.0,Crédito Nómina,Inversión Hey,,0,0,0,0.0,14500,531,750,1,2,10.0,12,False,True,3,0,0,0,0
USR-02020,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,13000,615,460,3,3,9.0,3,True,False,1,0,0,0,3
USR-02021,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0,0.0,0.1491,0.0,0.1054,0.0,0.0,Crédito Personal,Crédito Auto,,0,0,0,0.3333,63000,535,337,2,0,8.0,14,True,False,1,0,0,1,0
USR-02022,1,Digital Básico,informal,texto,20:00-01:00,"directo, corto, con emojis ocasionales",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0001,,,,0,0,0,0.0,28500,452,1795,5,2,6.0,41,False,False,2,0,0,0,0
USR-02023,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.1166,0.0,0.0,0.0,0.0334,0.0,0.0,0.0116,0.0001,Tarjeta de Crédito Hey,,,0,0,0,0.125,14500,492,1120,1,0,3.0,23,False,False,4,0,0,3,0
USR-02024,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0155,0.0008,0.0,0.0,0.0028,0.0001,,,,0,0,0,0.0,16500,720,533,1,0,8.0,2,True,False,1,0,0,0,0
USR-02025,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0044,0.0,0.0,0.0,0.0593,0.0,0.0904,0.0,0.501,Cuenta Negocios,,,0,0,0,0.0,54000,688,532,4,2,10.0,9,False,False,1,0,0,0,0
USR-02026,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0332,0.1156,0.0,0.0,0.0,0.0,0.0001,Seguro de Compras,,,0,0,0,0.3333,49500,745,131,2,0,9.0,5,True,False,1,0,0,0,0
USR-02027,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.226,0.1138,0.0,0.0002,0.0,0.0,0.0,0.0,Inversión Hey,Seguro de Vida,,0,0,0,0.4444,12500,648,1528,1,1,8.0,17,False,True,3,0,0,0,0
USR-02028,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.7837,0.0,0.0,0.0,0.0007,0.0,0.0,Seguro de Vida,,,0,0,0,0.0,56000,785,1105,1,0,7.0,5,True,True,1,1,0,0,0
USR-02029,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0,0.0004,0.0,0.0,0.4572,0.0,0.0,0.1988,0.0001,Crédito Personal,Tarjeta Garantizada,,0,0,1,0.0,21500,470,161,1,2,7.0,2,False,False,2,0,0,0,0
USR-02030,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0169,0.0,0.2985,0.0208,0.0,0.0,0.0,0.0,Seguro de Compras,,,0,1,0,0.0,41000,639,1021,4,0,6.0,1,False,False,4,0,1,0,1
USR-02031,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0132,0.0055,0.0278,0.0,0.0,0.4832,0.0,0.0,Crédito Auto,,,0,1,0,0.0,55000,724,1816,2,2,8.0,3,False,False,1,0,0,0,0
USR-02032,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.8536,0.0,0.0,0.0002,0.0,0.0,0.0,0.0035,Inversión Hey,,,0,0,0,0.3333,72000,633,233,2,1,7.0,14,True,False,1,0,0,0,0
USR-02033,1,Digital Básico,informal,texto,20:00-01:00,"directo, corto, con emojis ocasionales",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0001,,,,0,0,0,0.3333,32500,417,674,4,0,6.0,133,False,False,1,0,0,0,0
USR-02034,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0,0.0883,0.0002,0.0,0.0071,0.0,0.0,,,,0,0,0,0.0,31000,654,252,1,1,8.0,5,True,True,1,0,0,0,0
USR-02035,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0,0.0,,,,0,1,0,0.0,29000,772,778,1,0,7.0,6,False,False,3,0,0,0,0
USR-02036,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0044,0.0008,0.0,0.0,0.0,0.0001,,,,0,0,0,0.6667,27000,544,865,4,2,8.0,2,True,False,3,0,0,3,0
USR-02037,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.7478,0.0,0.0,0.0,0.0013,0.0,0.0,Seguro de Vida,,,0,0,0,0.0,33500,805,626,1,0,10.0,0,True,True,1,0,0,0,0
USR-02038,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,,,,0,1,0,0.4,18500,482,1082,1,0,4.0,2,False,False,1,0,0,0,0
USR-02039,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.7026,0.0,0.0,0.0,0.0017,0.0,0.0,Seguro de Vida,,,0,0,0,0.0,18500,768,1532,4,1,7.0,1,True,False,2,0,0,1,0
USR-02040,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0,0.0352,0.0244,0.0,0.0,0.0086,0.0007,0.4492,0.0,Tarjeta Garantizada,,,0,0,1,0.0,13500,401,629,1,2,4.0,14,False,True,8,1,0,3,0
USR-02041,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.5357,0.1223,0.0325,0.0002,0.0,0.0528,0.0,0.0013,Inversión Hey,Seguro de Vida,,0,0,0,0.0,59000,841,1171,4,3,9.0,4,True,False,4,0,0,0,0
USR-02042,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.099,0.0067,0.0,0.0227,0.0,0.0,0.0001,,,,0,0,0,0.3333,20000,484,254,1,2,8.0,2,True,True,1,1,0,0,0
USR-02043,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.025,0.0008,0.0,0.0,0.0,0.0001,,,,0,0,0,0.3333,25500,460,1716,3,2,9.0,0,False,False,1,0,0,0,0
USR-02044,3,Familia Establecida,semi-formal,voz,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.2086,0.0,0.0,0.0,0.467,0.0,0.0017,0.0,0.0001,Crédito Personal,Tarjeta de Crédito Hey,,0,0,1,0.0,24500,595,1104,1,0,3.0,2,False,False,3,0,0,1,0
USR-02045,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.0,0.0,0.1204,0.0002,0.0,0.0188,0.0,0.0,Seguro de Compras,,,0,0,0,0.0,66000,645,723,1,0,7.0,4,True,False,1,0,0,0,0
USR-02046,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0,0.0,0.0409,0.0008,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,16500,594,1027,3,2,8.0,2,True,False,1,0,0,1,0
USR-02047,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0012,0.0,0.0195,0.0008,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,18000,711,385,1,0,8.0,3,False,False,3,0,0,0,0
USR-02048,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0004,0.0,0.0,0.0002,0.0,0.0,0.0,0.0001,,,,0,0,0,0.0,22500,771,106,1,2,9.0,3,True,False,2,0,0,0,0
USR-02049,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.0021,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,,,,0,0,0,0.0,12000,636,669,1,2,7.0,0,True,False,1,0,0,1,0
USR-02050,2,Premium Digital,sofisticado,texto,07:00-09:00,"proactivo, anticipar necesidades",0.0,0.2997,0.0845,0.0,0.0002,0.0227,0.1435,0.0,0.0001,Inversión Hey,Crédito Auto,,0,0,0,0.1667,40000,691,666,1,1,10.0,17,True,True,1,0,0,3,0
USR-02051,1,Digital Básico,informal,texto,20:00-01:00,"directo, corto, con emojis ocasionales",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0045,,,,0,0,0,0.0,17000,430,1545,1,0,7.0,40,False,False,1,0,0,0,0
USR-02052,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.0,0.2131,0.3361,0.0,0.0,0.0,0.0,0.0,0.0,Seguro de Vida,Inversión Hey,,0,0,0,0.0,34000,734,66,1,0,9.0,6,True,True,3,0,0,0,0
USR-02053,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0966,0.0117,0.0073,0.0,0.3287,0.0227,0.0,0.0,0.0001,Crédito Personal,,,0,0,0,0.0,19000,524,1407,1,0,3.0,17,False,True,3,0,0,0,0
USR-02054,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.0,0.0004,0.0,0.0,0.3266,0.0,0.0116,0.2447,0.0,Crédito Personal,Tarjeta Garantizada,,0,0,1,0.0,19500,567,403,4,2,7.0,3,False,False,2,0,0,0,0
USR-02055,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.1237,0.0065,0.0142,0.0,0.0008,0.0,0.0,0.0,0.0001,Tarjeta de Crédito Hey,,,0,0,0,0.0,28500,755,1408,1,1,6.0,10,True,True,1,0,0,0,0
USR-02056,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0001,,,,0,1,0,0.125,13500,763,909,1,2,9.0,2,True,True,6,0,0,1,1
USR-02057,4,Ahorrador Cauteloso,simple,texto,10:00-14:00,"educativo, sin tecnicismos, sin presión",0.1093,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inversión Hey,Tarjeta de Crédito Hey,,0,0,0,0.0,29500,739,412,1,2,6.0,13,False,True,1,0,0,0,0
USR-02058,0,PYME Emprendedor,formal,texto,09:00-11:00 y 15:00-17:00,"propositivo, basado en datos, sin emojis",0.0,0.0,0.1294,0.0984,0.0,0.0,0.0023,0.0,0.0,Seguro de Vida,,,0,1,0,0.3333,40000,691,539,1,3,10.0,3,True,False,1,0,0,1,0
USR-02059,3,Familia Establecida,semi-formal,texto,08:00-10:00 y 18:00-20:00,"empático, con beneficio concreto",0.1129,0.0004,0.0018,0.0,0.0,0.0,0.0433,0.1544,0.0,Tarjeta Garantizada,Tarjeta de Crédito Hey,,0,0,1,0.0,21500,563,691,1,2,6.0,7,True,True,1,0,0,0,0
USR-02060,1,Digital Básico,informal,texto,20:00-01:00,"directo, corto, con emojis ocasionales",0.0,0.0,0.0,0.0,0.0206,0.0,0.0,0.0036,0.0123,,,,0,0,0,0.0,22000,536,1631,4,0,6.0,114,False,False,1,0,0,0,0
